scraped_at,spieltag,player,match_index,home,away,group,result,pick,points
2026-06-20T15:21:44+00:00,4,p07,0,Czech Republic,South Africa,Group A,1-1,0-0,2
2026-06-20T15:21:44+00:00,4,p02,0,Czech Republic,South Africa,Group A,1-1,1-1,4
2026-06-20T15:21:44+00:00,4,p08,0,Czech Republic,South Africa,Group A,1-1,2-0,0
2026-06-20T15:21:44+00:00,4,p05,0,Czech Republic,South Africa,Group A,1-1,1-0,0
2026-06-20T15:21:44+00:00,4,p01,0,Czech Republic,South Africa,Group A,1-1,1-0,0
2026-06-20T15:21:44+00:00,4,p11,0,Czech Republic,South Africa,Group A,1-1,2-1,0
2026-06-20T15:21:44+00:00,4,self,0,Czech Republic,South Africa,Group A,1-1,1-0,0
2026-06-20T15:21:44+00:00,4,p10,0,Czech Republic,South Africa,Group A,1-1,1-1,4
2026-06-20T15:21:44+00:00,4,p09,0,Czech Republic,South Africa,Group A,1-1,1-1,4
2026-06-20T15:21:44+00:00,4,p06,0,Czech Republic,South Africa,Group A,1-1,1-0,0
2026-06-20T15:21:44+00:00,4,p04,0,Czech Republic,South Africa,Group A,1-1,2-3,0
2026-06-20T15:21:44+00:00,4,p07,1,Switzerland,Bosnien-Herzegowina,Group B,4-1,0-0,0
2026-06-20T15:21:44+00:00,4,p02,1,Switzerland,Bosnien-Herzegowina,Group B,4-1,3-1,2
2026-06-20T15:21:44+00:00,4,p08,1,Switzerland,Bosnien-Herzegowina,Group B,4-1,1-1,0
2026-06-20T15:21:44+00:00,4,p05,1,Switzerland,Bosnien-Herzegowina,Group B,4-1,1-0,2
2026-06-20T15:21:44+00:00,4,p01,1,Switzerland,Bosnien-Herzegowina,Group B,4-1,1-0,2
2026-06-20T15:21:44+00:00,4,p11,1,Switzerland,Bosnien-Herzegowina,Group B,4-1,3-1,2
2026-06-20T15:21:44+00:00,4,self,1,Switzerland,Bosnien-Herzegowina,Group B,4-1,1-0,2
2026-06-20T15:21:44+00:00,4,p10,1,Switzerland,Bosnien-Herzegowina,Group B,4-1,1-1,0
2026-06-20T15:21:44+00:00,4,p09,1,Switzerland,Bosnien-Herzegowina,Group B,4-1,2-1,2
2026-06-20T15:21:44+00:00,4,p06,1,Switzerland,Bosnien-Herzegowina,Group B,4-1,2-1,2
2026-06-20T15:21:44+00:00,4,p04,1,Switzerland,Bosnien-Herzegowina,Group B,4-1,2-2,0
2026-06-20T15:21:44+00:00,4,p07,2,Canada,Qatar,Group B,6-0,2-0,2
2026-06-20T15:21:44+00:00,4,p02,2,Canada,Qatar,Group B,6-0,2-1,2
2026-06-20T15:21:44+00:00,4,p08,2,Canada,Qatar,Group B,6-0,2-0,2
2026-06-20T15:21:44+00:00,4,p05,2,Canada,Qatar,Group B,6-0,2-1,2
2026-06-20T15:21:44+00:00,4,p01,2,Canada,Qatar,Group B,6-0,2-0,2
2026-06-20T15:21:44+00:00,4,p11,2,Canada,Qatar,Group B,6-0,3-2,2
2026-06-20T15:21:44+00:00,4,self,2,Canada,Qatar,Group B,6-0,2-0,2
2026-06-20T15:21:44+00:00,4,p10,2,Canada,Qatar,Group B,6-0,1-1,0
2026-06-20T15:21:44+00:00,4,p09,2,Canada,Qatar,Group B,6-0,2-1,2
2026-06-20T15:21:44+00:00,4,p06,2,Canada,Qatar,Group B,6-0,2-1,2
2026-06-20T15:21:44+00:00,4,p04,2,Canada,Qatar,Group B,6-0,2-5,0
2026-06-20T15:21:44+00:00,4,p07,3,Mexico,South Korea,Group A,1-0,2-1,3
2026-06-20T15:21:44+00:00,4,p02,3,Mexico,South Korea,Group A,1-0,1-2,0
2026-06-20T15:21:44+00:00,4,p08,3,Mexico,South Korea,Group A,1-0,2-1,3
2026-06-20T15:21:44+00:00,4,p05,3,Mexico,South Korea,Group A,1-0,2-1,3
2026-06-20T15:21:44+00:00,4,p01,3,Mexico,South Korea,Group A,1-0,1-1,0
2026-06-20T15:21:44+00:00,4,p03,3,Mexico,South Korea,Group A,1-0,2-1,3
2026-06-20T15:21:44+00:00,4,p11,3,Mexico,South Korea,Group A,1-0,2-2,0
2026-06-20T15:21:44+00:00,4,self,3,Mexico,South Korea,Group A,1-0,1-0,4
2026-06-20T15:21:44+00:00,4,p10,3,Mexico,South Korea,Group A,1-0,1-0,4
2026-06-20T15:21:44+00:00,4,p09,3,Mexico,South Korea,Group A,1-0,3-1,2
2026-06-20T15:21:44+00:00,4,p06,3,Mexico,South Korea,Group A,1-0,2-1,3
2026-06-20T15:21:44+00:00,4,p04,3,Mexico,South Korea,Group A,1-0,3-2,3
2026-06-20T15:21:44+00:00,4,p07,4,USA,Australia,Group D,2-0,1-1,0
2026-06-20T15:21:44+00:00,4,p02,4,USA,Australia,Group D,2-0,2-0,4
2026-06-20T15:21:44+00:00,4,p08,4,USA,Australia,Group D,2-0,2-1,2
2026-06-20T15:21:44+00:00,4,p05,4,USA,Australia,Group D,2-0,3-1,3
2026-06-20T15:21:44+00:00,4,p01,4,USA,Australia,Group D,2-0,2-1,2
2026-06-20T15:21:44+00:00,4,p03,4,USA,Australia,Group D,2-0,2-1,2
2026-06-20T15:21:44+00:00,4,p11,4,USA,Australia,Group D,2-0,2-3,0
2026-06-20T15:21:44+00:00,4,self,4,USA,Australia,Group D,2-0,1-0,2
2026-06-20T15:21:44+00:00,4,p10,4,USA,Australia,Group D,2-0,2-0,4
2026-06-20T15:21:44+00:00,4,p09,4,USA,Australia,Group D,2-0,1-2,0
2026-06-20T15:21:44+00:00,4,p06,4,USA,Australia,Group D,2-0,2-1,2
2026-06-20T15:21:44+00:00,4,p04,4,USA,Australia,Group D,2-0,2-4,0
2026-06-20T15:21:44+00:00,4,p07,5,Scotland,Morocco,Group C,0-1,1-1,0
2026-06-20T15:21:44+00:00,4,p02,5,Scotland,Morocco,Group C,0-1,1-1,0
2026-06-20T15:21:44+00:00,4,p08,5,Scotland,Morocco,Group C,0-1,1-1,0
2026-06-20T15:21:44+00:00,4,p05,5,Scotland,Morocco,Group C,0-1,1-2,3
2026-06-20T15:21:44+00:00,4,p01,5,Scotland,Morocco,Group C,0-1,0-1,4
2026-06-20T15:21:44+00:00,4,p03,5,Scotland,Morocco,Group C,0-1,0-1,4
2026-06-20T15:21:44+00:00,4,p11,5,Scotland,Morocco,Group C,0-1,1-2,3
2026-06-20T15:21:44+00:00,4,self,5,Scotland,Morocco,Group C,0-1,0-1,4
2026-06-20T15:21:44+00:00,4,p10,5,Scotland,Morocco,Group C,0-1,1-0,0
2026-06-20T15:21:44+00:00,4,p09,5,Scotland,Morocco,Group C,0-1,1-3,2
2026-06-20T15:21:44+00:00,4,p06,5,Scotland,Morocco,Group C,0-1,1-2,3
2026-06-20T15:21:44+00:00,4,p04,5,Scotland,Morocco,Group C,0-1,2-4,2
2026-06-20T15:21:44+00:00,4,p07,6,Brazil,Haiti,Group C,3-0,4-0,2
2026-06-20T15:21:44+00:00,4,p02,6,Brazil,Haiti,Group C,3-0,4-1,3
2026-06-20T15:21:44+00:00,4,p08,6,Brazil,Haiti,Group C,3-0,4-0,2
2026-06-20T15:21:44+00:00,4,p05,6,Brazil,Haiti,Group C,3-0,4-0,2
2026-06-20T15:21:44+00:00,4,p01,6,Brazil,Haiti,Group C,3-0,3-0,4
2026-06-20T15:21:44+00:00,4,p03,6,Brazil,Haiti,Group C,3-0,5-0,2
2026-06-20T15:21:44+00:00,4,p11,6,Brazil,Haiti,Group C,3-0,4-1,3
2026-06-20T15:21:44+00:00,4,self,6,Brazil,Haiti,Group C,3-0,3-0,4
2026-06-20T15:21:44+00:00,4,p10,6,Brazil,Haiti,Group C,3-0,3-1,2
2026-06-20T15:21:44+00:00,4,p09,6,Brazil,Haiti,Group C,3-0,6-1,2
2026-06-20T15:21:44+00:00,4,p06,6,Brazil,Haiti,Group C,3-0,3-1,2
2026-06-20T15:21:44+00:00,4,p04,6,Brazil,Haiti,Group C,3-0,1-0,2
2026-06-20T15:21:44+00:00,4,p07,7,Türkiye,Paraguay,Group D,0-1,2-0,0
2026-06-20T15:21:44+00:00,4,p02,7,Türkiye,Paraguay,Group D,0-1,1-1,0
2026-06-20T15:21:44+00:00,4,p08,7,Türkiye,Paraguay,Group D,0-1,2-1,0
2026-06-20T15:21:44+00:00,4,p05,7,Türkiye,Paraguay,Group D,0-1,2-1,0
2026-06-20T15:21:44+00:00,4,p01,7,Türkiye,Paraguay,Group D,0-1,1-0,0
2026-06-20T15:21:44+00:00,4,p03,7,Türkiye,Paraguay,Group D,0-1,1-0,0
2026-06-20T15:21:44+00:00,4,p11,7,Türkiye,Paraguay,Group D,0-1,3-1,0
2026-06-20T15:21:44+00:00,4,self,7,Türkiye,Paraguay,Group D,0-1,1-0,0
2026-06-20T15:21:44+00:00,4,p10,7,Türkiye,Paraguay,Group D,0-1,3-1,0
2026-06-20T15:21:44+00:00,4,p09,7,Türkiye,Paraguay,Group D,0-1,0-1,4
2026-06-20T15:21:44+00:00,4,p06,7,Türkiye,Paraguay,Group D,0-1,2-0,0
2026-06-20T15:21:44+00:00,4,p04,7,Türkiye,Paraguay,Group D,0-1,1-1,0
2026-06-23T23:27:17+00:00,5,p02,0,Netherlands,Sweden,Group F,5-1,1-2,0
2026-06-20T17:07:22+00:00,5,p08,0,Netherlands,Sweden,Group F,1-0,2-1,3
2026-06-20T17:07:22+00:00,5,p05,0,Netherlands,Sweden,Group F,1-0,2-1,3
2026-06-23T23:27:17+00:00,5,p01,0,Netherlands,Sweden,Group F,5-1,2-0,2
2026-06-23T23:27:17+00:00,5,p11,0,Netherlands,Sweden,Group F,5-1,3-1,2
2026-06-20T17:07:22+00:00,5,self,0,Netherlands,Sweden,Group F,1-0,2-1,3
2026-06-20T17:07:22+00:00,5,p10,0,Netherlands,Sweden,Group F,1-0,1-0,4
2026-06-23T23:27:17+00:00,5,p09,0,Netherlands,Sweden,Group F,5-1,2-2,0
2026-06-20T17:07:22+00:00,5,p06,0,Netherlands,Sweden,Group F,1-0,2-1,3
2026-06-20T17:07:22+00:00,5,p04,0,Netherlands,Sweden,Group F,1-0,5-4,3
2026-06-23T23:27:17+00:00,5,p07,1,Germany,Ivory Coast,Group E,2-1,3-0,2
2026-06-23T23:27:17+00:00,5,p02,1,Germany,Ivory Coast,Group E,2-1,3-1,2
2026-06-23T23:27:17+00:00,5,p08,1,Germany,Ivory Coast,Group E,2-1,3-1,2
2026-06-23T23:27:17+00:00,5,p05,1,Germany,Ivory Coast,Group E,2-1,3-1,2
2026-06-23T23:27:17+00:00,5,p01,1,Germany,Ivory Coast,Group E,2-1,3-1,2
2026-06-23T23:27:17+00:00,5,p03,1,Germany,Ivory Coast,Group E,2-1,3-1,2
2026-06-23T23:27:17+00:00,5,p11,1,Germany,Ivory Coast,Group E,2-1,5-2,2
2026-06-23T23:27:17+00:00,5,self,1,Germany,Ivory Coast,Group E,2-1,2-0,2
2026-06-23T23:27:17+00:00,5,p10,1,Germany,Ivory Coast,Group E,2-1,3-1,2
2026-06-23T23:27:17+00:00,5,p09,1,Germany,Ivory Coast,Group E,2-1,3-1,2
2026-06-23T23:27:17+00:00,5,p06,1,Germany,Ivory Coast,Group E,2-1,2-1,4
2026-06-23T23:27:17+00:00,5,p04,1,Germany,Ivory Coast,Group E,2-1,4-2,2
2026-06-23T23:27:17+00:00,5,p07,2,Ecuador,Curaçao,Group E,0-0,1-1,2
2026-06-23T23:27:17+00:00,5,p02,2,Ecuador,Curaçao,Group E,0-0,1-0,0
2026-06-23T23:27:17+00:00,5,p08,2,Ecuador,Curaçao,Group E,0-0,2-0,0
2026-06-23T23:27:17+00:00,5,p05,2,Ecuador,Curaçao,Group E,0-0,3-1,0
2026-06-23T23:27:17+00:00,5,p01,2,Ecuador,Curaçao,Group E,0-0,1-0,0
2026-06-23T23:27:17+00:00,5,p11,2,Ecuador,Curaçao,Group E,0-0,2-3,0
2026-06-23T23:27:17+00:00,5,self,2,Ecuador,Curaçao,Group E,0-0,2-0,0
2026-06-23T23:27:17+00:00,5,p10,2,Ecuador,Curaçao,Group E,0-0,2-1,0
2026-06-23T23:27:17+00:00,5,p09,2,Ecuador,Curaçao,Group E,0-0,4-1,0
2026-06-23T23:27:17+00:00,5,p06,2,Ecuador,Curaçao,Group E,0-0,3-0,0
2026-06-23T23:27:17+00:00,5,p04,2,Ecuador,Curaçao,Group E,0-0,1-1,2
2026-06-23T23:27:17+00:00,5,p07,3,Tunisia,Japan,Group F,0-4,0-4,4
2026-06-23T23:27:17+00:00,5,p02,3,Tunisia,Japan,Group F,0-4,1-2,2
2026-06-23T23:27:17+00:00,5,p08,3,Tunisia,Japan,Group F,0-4,1-2,2
2026-06-23T23:27:17+00:00,5,p05,3,Tunisia,Japan,Group F,0-4,0-2,2
2026-06-23T23:27:17+00:00,5,p01,3,Tunisia,Japan,Group F,0-4,0-1,2
2026-06-23T23:27:17+00:00,5,p03,3,Tunisia,Japan,Group F,0-4,0-1,2
2026-06-23T23:27:17+00:00,5,p11,3,Tunisia,Japan,Group F,0-4,2-2,0
2026-06-23T23:27:17+00:00,5,self,3,Tunisia,Japan,Group F,0-4,0-1,2
2026-06-23T23:27:17+00:00,5,p10,3,Tunisia,Japan,Group F,0-4,1-2,2
2026-06-23T23:27:17+00:00,5,p09,3,Tunisia,Japan,Group F,0-4,1-3,2
2026-06-23T23:27:17+00:00,5,p06,3,Tunisia,Japan,Group F,0-4,1-2,2
2026-06-23T23:27:17+00:00,5,p04,3,Tunisia,Japan,Group F,0-4,3-5,2
2026-06-23T23:27:17+00:00,5,p07,4,Spain,Saudi Arabia,Group H,4-0,5-0,2
2026-06-23T23:27:17+00:00,5,p02,4,Spain,Saudi Arabia,Group H,4-0,4-0,4
2026-06-23T23:27:17+00:00,5,p08,4,Spain,Saudi Arabia,Group H,4-0,3-0,2
2026-06-23T23:27:17+00:00,5,p05,4,Spain,Saudi Arabia,Group H,4-0,3-0,2
2026-06-23T23:27:17+00:00,5,p01,4,Spain,Saudi Arabia,Group H,4-0,2-0,2
2026-06-23T23:27:17+00:00,5,p03,4,Spain,Saudi Arabia,Group H,4-0,3-1,2
2026-06-23T23:27:17+00:00,5,p11,4,Spain,Saudi Arabia,Group H,4-0,4-2,2
2026-06-23T23:27:17+00:00,5,self,4,Spain,Saudi Arabia,Group H,4-0,3-0,2
2026-06-23T23:27:17+00:00,5,p10,4,Spain,Saudi Arabia,Group H,4-0,2-1,2
2026-06-23T23:27:17+00:00,5,p09,4,Spain,Saudi Arabia,Group H,4-0,4-1,2
2026-06-23T23:27:17+00:00,5,p06,4,Spain,Saudi Arabia,Group H,4-0,6-0,2
2026-06-23T23:27:17+00:00,5,p04,4,Spain,Saudi Arabia,Group H,4-0,3-2,2
2026-06-23T23:27:17+00:00,5,p07,5,Belgium,Iran,Group G,0-0,2-1,0
2026-06-23T23:27:17+00:00,5,p02,5,Belgium,Iran,Group G,0-0,3-0,0
2026-06-23T23:27:17+00:00,5,p08,5,Belgium,Iran,Group G,0-0,2-1,0
2026-06-23T23:27:17+00:00,5,p05,5,Belgium,Iran,Group G,0-0,3-1,0
2026-06-23T23:27:17+00:00,5,p01,5,Belgium,Iran,Group G,0-0,1-1,2
2026-06-23T23:27:17+00:00,5,p03,5,Belgium,Iran,Group G,0-0,2-1,0
2026-06-23T23:27:17+00:00,5,p11,5,Belgium,Iran,Group G,0-0,2-1,0
2026-06-23T23:27:17+00:00,5,self,5,Belgium,Iran,Group G,0-0,2-0,0
2026-06-23T23:27:17+00:00,5,p10,5,Belgium,Iran,Group G,0-0,2-1,0
2026-06-23T23:27:17+00:00,5,p09,5,Belgium,Iran,Group G,0-0,1-1,2
2026-06-23T23:27:17+00:00,5,p06,5,Belgium,Iran,Group G,0-0,2-1,0
2026-06-23T23:27:17+00:00,5,p04,5,Belgium,Iran,Group G,0-0,4-2,0
2026-06-23T23:27:17+00:00,5,p07,6,Uruguay,Cape Verde,Group H,2-2,3-0,0
2026-06-23T23:27:17+00:00,5,p02,6,Uruguay,Cape Verde,Group H,2-2,2-1,0
2026-06-23T23:27:17+00:00,5,p08,6,Uruguay,Cape Verde,Group H,2-2,2-0,0
2026-06-23T23:27:17+00:00,5,p05,6,Uruguay,Cape Verde,Group H,2-2,2-0,0
2026-06-23T23:27:17+00:00,5,p01,6,Uruguay,Cape Verde,Group H,2-2,1-0,0
2026-06-23T23:27:17+00:00,5,p03,6,Uruguay,Cape Verde,Group H,2-2,2-1,0
2026-06-23T23:27:17+00:00,5,p11,6,Uruguay,Cape Verde,Group H,2-2,1-1,2
2026-06-23T23:27:17+00:00,5,self,6,Uruguay,Cape Verde,Group H,2-2,1-0,0
2026-06-23T23:27:17+00:00,5,p10,6,Uruguay,Cape Verde,Group H,2-2,2-2,4
2026-06-23T23:27:17+00:00,5,p09,6,Uruguay,Cape Verde,Group H,2-2,3-1,0
2026-06-23T23:27:17+00:00,5,p06,6,Uruguay,Cape Verde,Group H,2-2,2-0,0
2026-06-23T23:27:17+00:00,5,p04,6,Uruguay,Cape Verde,Group H,2-2,2-2,4
2026-06-23T23:27:17+00:00,5,p07,7,New Zealand,Egypt,Group G,1-3,1-2,2
2026-06-23T23:27:17+00:00,5,p02,7,New Zealand,Egypt,Group G,1-3,1-1,0
2026-06-23T23:27:17+00:00,5,p08,7,New Zealand,Egypt,Group G,1-3,1-1,0
2026-06-23T23:27:17+00:00,5,p05,7,New Zealand,Egypt,Group G,1-3,1-2,2
2026-06-23T23:27:17+00:00,5,p01,7,New Zealand,Egypt,Group G,1-3,0-1,2
2026-06-23T23:27:17+00:00,5,p03,7,New Zealand,Egypt,Group G,1-3,0-1,2
2026-06-23T23:27:17+00:00,5,p11,7,New Zealand,Egypt,Group G,1-3,3-2,0
2026-06-23T23:27:17+00:00,5,self,7,New Zealand,Egypt,Group G,1-3,0-1,2
2026-06-23T23:27:17+00:00,5,p10,7,New Zealand,Egypt,Group G,1-3,2-2,0
2026-06-23T23:27:17+00:00,5,p09,7,New Zealand,Egypt,Group G,1-3,1-2,2
2026-06-23T23:27:17+00:00,5,p06,7,New Zealand,Egypt,Group G,1-3,0-1,2
2026-06-23T23:27:17+00:00,5,p04,7,New Zealand,Egypt,Group G,1-3,1-1,0
2026-06-24T12:19:47+00:00,6,p07,0,Argentina,Austria,Group J,2-0,2-0,4
2026-06-24T12:19:47+00:00,6,p02,0,Argentina,Austria,Group J,2-0,2-1,2
2026-06-24T12:19:47+00:00,6,p08,0,Argentina,Austria,Group J,2-0,3-1,3
2026-06-24T12:19:47+00:00,6,p05,0,Argentina,Austria,Group J,2-0,3-1,3
2026-06-24T12:19:47+00:00,6,p01,0,Argentina,Austria,Group J,2-0,2-0,4
2026-06-24T12:19:47+00:00,6,p03,0,Argentina,Austria,Group J,2-0,3-1,3
2026-06-24T12:19:47+00:00,6,self,0,Argentina,Austria,Group J,2-0,1-0,2
2026-06-24T12:19:47+00:00,6,p10,0,Argentina,Austria,Group J,2-0,1-2,0
2026-06-24T12:19:47+00:00,6,p09,0,Argentina,Austria,Group J,2-0,3-1,3
2026-06-24T12:19:47+00:00,6,p06,0,Argentina,Austria,Group J,2-0,2-1,2
2026-06-24T12:19:47+00:00,6,p04,0,Argentina,Austria,Group J,2-0,3-3,0
2026-06-24T12:19:47+00:00,6,p07,1,France,Iraq,Group I,3-0,7-0,2
2026-06-24T12:19:47+00:00,6,p02,1,France,Iraq,Group I,3-0,3-0,4
2026-06-24T12:19:47+00:00,6,p08,1,France,Iraq,Group I,3-0,3-0,4
2026-06-24T12:19:47+00:00,6,p05,1,France,Iraq,Group I,3-0,4-0,2
2026-06-24T12:19:47+00:00,6,p01,1,France,Iraq,Group I,3-0,3-0,4
2026-06-24T12:19:47+00:00,6,p03,1,France,Iraq,Group I,3-0,3-0,4
2026-06-24T12:19:47+00:00,6,self,1,France,Iraq,Group I,3-0,3-0,4
2026-06-24T12:19:47+00:00,6,p10,1,France,Iraq,Group I,3-0,3-1,2
2026-06-24T12:19:47+00:00,6,p09,1,France,Iraq,Group I,3-0,4-0,2
2026-06-24T12:19:47+00:00,6,p06,1,France,Iraq,Group I,3-0,3-1,2
2026-06-24T12:19:47+00:00,6,p04,1,France,Iraq,Group I,3-0,2-0,2
2026-06-24T12:19:47+00:00,6,p07,2,Norway,Senegal,Group I,3-2,1-2,0
2026-06-24T12:19:47+00:00,6,p02,2,Norway,Senegal,Group I,3-2,1-1,0
2026-06-24T12:19:47+00:00,6,p08,2,Norway,Senegal,Group I,3-2,2-1,3
2026-06-24T12:19:47+00:00,6,p05,2,Norway,Senegal,Group I,3-2,2-1,3
2026-06-24T12:19:47+00:00,6,p03,2,Norway,Senegal,Group I,3-2,2-1,3
2026-06-24T12:19:47+00:00,6,self,2,Norway,Senegal,Group I,3-2,1-0,3
2026-06-24T12:19:47+00:00,6,p10,2,Norway,Senegal,Group I,3-2,3-1,2
2026-06-24T12:19:47+00:00,6,p06,2,Norway,Senegal,Group I,3-2,2-1,3
2026-06-24T12:19:47+00:00,6,p04,2,Norway,Senegal,Group I,3-2,3-1,2
2026-06-24T12:19:47+00:00,6,p07,3,Jordan,Algeria,Group J,1-2,1-1,0
2026-06-24T12:19:47+00:00,6,p02,3,Jordan,Algeria,Group J,1-2,0-2,2
2026-06-24T12:19:47+00:00,6,p08,3,Jordan,Algeria,Group J,1-2,1-2,4
2026-06-24T12:19:47+00:00,6,p05,3,Jordan,Algeria,Group J,1-2,1-2,4
2026-06-24T12:19:47+00:00,6,p03,3,Jordan,Algeria,Group J,1-2,0-1,3
2026-06-24T12:19:47+00:00,6,self,3,Jordan,Algeria,Group J,1-2,0-1,3
2026-06-24T12:19:47+00:00,6,p10,3,Jordan,Algeria,Group J,1-2,1-1,0
2026-06-24T12:19:47+00:00,6,p09,3,Jordan,Algeria,Group J,1-2,1-1,0
2026-06-24T12:19:47+00:00,6,p06,3,Jordan,Algeria,Group J,1-2,1-2,4
2026-06-24T12:19:47+00:00,6,p04,3,Jordan,Algeria,Group J,1-2,2-0,0
2026-06-24T12:19:47+00:00,6,p07,4,Portugal,Uzbekistan,Group K,5-0,4-0,2
2026-06-24T12:19:47+00:00,6,p02,4,Portugal,Uzbekistan,Group K,5-0,1-0,2
2026-06-24T12:19:47+00:00,6,p08,4,Portugal,Uzbekistan,Group K,5-0,2-0,2
2026-06-24T12:19:47+00:00,6,p05,4,Portugal,Uzbekistan,Group K,5-0,3-1,2
2026-06-24T12:19:47+00:00,6,p01,4,Portugal,Uzbekistan,Group K,5-0,2-0,2
2026-06-24T12:19:47+00:00,6,p03,4,Portugal,Uzbekistan,Group K,5-0,3-1,2
2026-06-24T12:19:47+00:00,6,p11,4,Portugal,Uzbekistan,Group K,5-0,3-0,2
2026-06-24T12:19:47+00:00,6,self,4,Portugal,Uzbekistan,Group K,5-0,2-0,2
2026-06-24T12:19:47+00:00,6,p10,4,Portugal,Uzbekistan,Group K,5-0,2-1,2
2026-06-24T12:19:47+00:00,6,p06,4,Portugal,Uzbekistan,Group K,5-0,1-0,2
2026-06-24T12:19:47+00:00,6,p04,4,Portugal,Uzbekistan,Group K,5-0,5-2,2
2026-06-24T12:19:47+00:00,6,p07,5,England,Ghana,Group L,0-0,2-0,0
2026-06-24T12:19:47+00:00,6,p02,5,England,Ghana,Group L,0-0,3-1,0
2026-06-24T12:19:47+00:00,6,p08,5,England,Ghana,Group L,0-0,3-1,0
2026-06-24T12:19:47+00:00,6,p05,5,England,Ghana,Group L,0-0,3-1,0
2026-06-24T12:19:47+00:00,6,p01,5,England,Ghana,Group L,0-0,2-0,0
2026-06-24T12:19:47+00:00,6,p03,5,England,Ghana,Group L,0-0,2-1,0
2026-06-24T12:19:47+00:00,6,p11,5,England,Ghana,Group L,0-0,2-1,0
2026-06-24T12:19:47+00:00,6,self,5,England,Ghana,Group L,0-0,2-0,0
2026-06-24T12:19:47+00:00,6,p10,5,England,Ghana,Group L,0-0,3-1,0
2026-06-24T12:19:47+00:00,6,p06,5,England,Ghana,Group L,0-0,2-0,0
2026-06-24T12:19:47+00:00,6,p04,5,England,Ghana,Group L,0-0,3-2,0
2026-06-24T12:19:47+00:00,6,p07,6,Panama,Croatia,Group L,0-1,0-2,2
2026-06-24T12:19:47+00:00,6,p02,6,Panama,Croatia,Group L,0-1,0-1,4
2026-06-24T12:19:47+00:00,6,p08,6,Panama,Croatia,Group L,0-1,1-2,3
2026-06-24T12:19:47+00:00,6,p05,6,Panama,Croatia,Group L,0-1,0-3,2
2026-06-24T12:19:47+00:00,6,p01,6,Panama,Croatia,Group L,0-1,0-1,4
2026-06-24T12:19:47+00:00,6,p03,6,Panama,Croatia,Group L,0-1,0-2,2
2026-06-23T23:25:26+00:00,6,p11,6,Panama,Croatia,Group L,0-0,1-1,2
2026-06-24T12:19:47+00:00,6,self,6,Panama,Croatia,Group L,0-1,0-1,4
2026-06-24T12:19:47+00:00,6,p10,6,Panama,Croatia,Group L,0-1,1-3,2
2026-06-24T12:19:47+00:00,6,p06,6,Panama,Croatia,Group L,0-1,1-2,3
2026-06-23T23:25:26+00:00,6,p04,6,Panama,Croatia,Group L,0-0,4-4,2
2026-06-24T12:19:47+00:00,6,p07,7,Colombia,DR Congo,Group K,1-0,1-1,0
2026-06-24T12:19:47+00:00,6,p02,7,Colombia,DR Congo,Group K,1-0,3-1,2
2026-06-24T12:19:47+00:00,6,p08,7,Colombia,DR Congo,Group K,1-0,2-0,2
2026-06-24T12:19:47+00:00,6,p05,7,Colombia,DR Congo,Group K,1-0,2-1,3
2026-06-24T12:19:47+00:00,6,p01,7,Colombia,DR Congo,Group K,1-0,1-1,0
2026-06-24T12:19:47+00:00,6,p03,7,Colombia,DR Congo,Group K,1-0,2-0,2
2026-06-24T12:19:47+00:00,6,p11,7,Colombia,DR Congo,Group K,1-0,2-3,0
