scraped_at,spieltag,player,match_index,home,away,group,result,pick,points
2026-06-24T12:19:47+00:00,6,self,7,Colombia,DR Congo,Group K,1-0,1-0,4
2026-06-24T12:19:47+00:00,6,p10,7,Colombia,DR Congo,Group K,1-0,2-1,3
2026-06-24T12:19:47+00:00,6,p06,7,Colombia,DR Congo,Group K,1-0,2-1,3
2026-06-24T12:19:47+00:00,6,p04,7,Colombia,DR Congo,Group K,1-0,3-1,2
2026-06-25T11:15:39+00:00,7,p07,0,Bosnien-Herzegowina,Qatar,Group B,3-1,3-0,2
2026-06-25T11:15:39+00:00,7,p02,0,Bosnien-Herzegowina,Qatar,Group B,3-1,2-1,2
2026-06-25T11:15:39+00:00,7,p08,0,Bosnien-Herzegowina,Qatar,Group B,3-1,2-1,2
2026-06-25T11:15:39+00:00,7,p05,0,Bosnien-Herzegowina,Qatar,Group B,3-1,2-1,2
2026-06-25T11:15:39+00:00,7,p01,0,Bosnien-Herzegowina,Qatar,Group B,3-1,1-0,2
2026-06-25T11:15:39+00:00,7,p11,0,Bosnien-Herzegowina,Qatar,Group B,3-1,2-2,0
2026-06-25T11:15:39+00:00,7,self,0,Bosnien-Herzegowina,Qatar,Group B,3-1,2-0,3
2026-06-25T11:15:39+00:00,7,p10,0,Bosnien-Herzegowina,Qatar,Group B,3-1,2-1,2
2026-06-25T11:15:39+00:00,7,p09,0,Bosnien-Herzegowina,Qatar,Group B,3-1,2-0,3
2026-06-25T11:15:39+00:00,7,p06,0,Bosnien-Herzegowina,Qatar,Group B,3-1,2-1,2
2026-06-25T11:15:39+00:00,7,p04,0,Bosnien-Herzegowina,Qatar,Group B,3-1,1-1,0
2026-06-25T11:15:39+00:00,7,p07,1,Switzerland,Canada,Group B,2-1,2-2,0
2026-06-25T11:15:39+00:00,7,p02,1,Switzerland,Canada,Group B,2-1,2-1,4
2026-06-25T11:15:39+00:00,7,p08,1,Switzerland,Canada,Group B,2-1,1-1,0
2026-06-25T11:15:39+00:00,7,p05,1,Switzerland,Canada,Group B,2-1,1-1,0
2026-06-25T11:15:39+00:00,7,p01,1,Switzerland,Canada,Group B,2-1,2-1,4
2026-06-25T11:15:39+00:00,7,p11,1,Switzerland,Canada,Group B,2-1,2-1,4
2026-06-25T11:15:39+00:00,7,self,1,Switzerland,Canada,Group B,2-1,1-0,3
2026-06-25T11:15:39+00:00,7,p10,1,Switzerland,Canada,Group B,2-1,1-0,3
2026-06-25T11:15:39+00:00,7,p09,1,Switzerland,Canada,Group B,2-1,1-2,0
2026-06-25T11:15:39+00:00,7,p06,1,Switzerland,Canada,Group B,2-1,2-1,4
2026-06-25T11:15:39+00:00,7,p04,1,Switzerland,Canada,Group B,2-1,3-5,0
2026-06-25T11:15:39+00:00,7,p07,2,Morocco,Haiti,Group C,4-2,3-0,2
2026-06-25T11:15:39+00:00,7,p02,2,Morocco,Haiti,Group C,4-2,2-0,3
2026-06-25T11:15:39+00:00,7,p08,2,Morocco,Haiti,Group C,4-2,2-0,3
2026-06-25T11:15:39+00:00,7,p05,2,Morocco,Haiti,Group C,4-2,3-0,2
2026-06-25T11:15:39+00:00,7,p01,2,Morocco,Haiti,Group C,4-2,2-0,3
2026-06-25T11:15:39+00:00,7,p11,2,Morocco,Haiti,Group C,4-2,3-1,3
2026-06-25T11:15:39+00:00,7,self,2,Morocco,Haiti,Group C,4-2,2-0,3
2026-06-25T11:15:39+00:00,7,p10,2,Morocco,Haiti,Group C,4-2,1-1,0
2026-06-25T11:15:39+00:00,7,p09,2,Morocco,Haiti,Group C,4-2,4-0,2
2026-06-25T11:15:39+00:00,7,p06,2,Morocco,Haiti,Group C,4-2,3-0,2
2026-06-25T11:15:39+00:00,7,p04,2,Morocco,Haiti,Group C,4-2,1-2,0
2026-06-25T11:15:39+00:00,7,p07,3,Scotland,Brazil,Group C,0-3,0-3,4
2026-06-25T11:15:39+00:00,7,p02,3,Scotland,Brazil,Group C,0-3,0-1,2
2026-06-25T11:15:39+00:00,7,p08,3,Scotland,Brazil,Group C,0-3,1-2,2
2026-06-25T11:15:39+00:00,7,p05,3,Scotland,Brazil,Group C,0-3,1-3,2
2026-06-25T11:15:39+00:00,7,p01,3,Scotland,Brazil,Group C,0-3,0-3,4
2026-06-25T11:15:39+00:00,7,p11,3,Scotland,Brazil,Group C,0-3,1-2,2
2026-06-25T11:15:39+00:00,7,self,3,Scotland,Brazil,Group C,0-3,0-2,2
2026-06-25T11:15:39+00:00,7,p10,3,Scotland,Brazil,Group C,0-3,2-2,0
2026-06-25T11:15:39+00:00,7,p09,3,Scotland,Brazil,Group C,0-3,1-5,2
2026-06-25T11:15:39+00:00,7,p06,3,Scotland,Brazil,Group C,0-3,0-2,2
2026-06-25T11:15:39+00:00,7,p04,3,Scotland,Brazil,Group C,0-3,2-2,0
2026-06-25T11:15:39+00:00,7,p07,4,South Africa,South Korea,Group A,1-0,0-3,0
2026-06-25T11:15:39+00:00,7,p02,4,South Africa,South Korea,Group A,1-0,1-1,0
2026-06-25T11:15:39+00:00,7,p08,4,South Africa,South Korea,Group A,1-0,0-1,0
2026-06-25T11:15:39+00:00,7,p05,4,South Africa,South Korea,Group A,1-0,1-2,0
2026-06-25T11:15:39+00:00,7,p01,4,South Africa,South Korea,Group A,1-0,0-2,0
2026-06-25T11:15:39+00:00,7,p03,4,South Africa,South Korea,Group A,1-0,3-1,2
2026-06-25T11:15:39+00:00,7,p11,4,South Africa,South Korea,Group A,1-0,1-1,0
2026-06-25T11:15:39+00:00,7,self,4,South Africa,South Korea,Group A,1-0,0-1,0
2026-06-25T11:15:39+00:00,7,p10,4,South Africa,South Korea,Group A,1-0,1-0,4
2026-06-25T11:15:39+00:00,7,p09,4,South Africa,South Korea,Group A,1-0,1-1,0
2026-06-25T11:15:39+00:00,7,p06,4,South Africa,South Korea,Group A,1-0,1-2,0
2026-06-25T11:15:39+00:00,7,p04,4,South Africa,South Korea,Group A,1-0,2-4,0
2026-06-25T11:15:39+00:00,7,p07,5,Czech Republic,Mexico,Group A,0-3,0-2,2
2026-06-25T11:15:39+00:00,7,p02,5,Czech Republic,Mexico,Group A,0-3,1-2,2
2026-06-25T11:15:39+00:00,7,p08,5,Czech Republic,Mexico,Group A,0-3,1-2,2
2026-06-25T11:15:39+00:00,7,p05,5,Czech Republic,Mexico,Group A,0-3,1-2,2
2026-06-25T11:15:39+00:00,7,p01,5,Czech Republic,Mexico,Group A,0-3,0-1,2
2026-06-25T11:15:39+00:00,7,p03,5,Czech Republic,Mexico,Group A,0-3,1-2,2
2026-06-25T11:15:39+00:00,7,p11,5,Czech Republic,Mexico,Group A,0-3,1-2,2
2026-06-25T11:15:39+00:00,7,self,5,Czech Republic,Mexico,Group A,0-3,0-1,2
2026-06-25T11:15:39+00:00,7,p10,5,Czech Republic,Mexico,Group A,0-3,1-0,0
2026-06-25T11:15:39+00:00,7,p09,5,Czech Republic,Mexico,Group A,0-3,2-1,0
2026-06-25T11:15:39+00:00,7,p06,5,Czech Republic,Mexico,Group A,0-3,0-1,2
2026-06-25T11:15:39+00:00,7,p04,5,Czech Republic,Mexico,Group A,0-3,1-2,2
2026-06-26T11:39:18+00:00,8,p07,0,Curaçao,Ivory Coast,Group E,0-2,0-2,4
2026-06-26T11:39:18+00:00,8,p02,0,Curaçao,Ivory Coast,Group E,0-2,1-2,2
2026-06-26T11:39:18+00:00,8,p08,0,Curaçao,Ivory Coast,Group E,0-2,0-2,4
2026-06-26T11:39:18+00:00,8,p05,0,Curaçao,Ivory Coast,Group E,0-2,0-2,4
2026-06-26T11:39:18+00:00,8,p01,0,Curaçao,Ivory Coast,Group E,0-2,0-1,2
2026-06-26T11:39:18+00:00,8,p03,0,Curaçao,Ivory Coast,Group E,0-2,1-2,2
2026-06-26T11:39:18+00:00,8,p11,0,Curaçao,Ivory Coast,Group E,0-2,2-1,0
2026-06-26T11:39:18+00:00,8,self,0,Curaçao,Ivory Coast,Group E,0-2,0-2,4
2026-06-26T11:39:18+00:00,8,p10,0,Curaçao,Ivory Coast,Group E,0-2,1-1,0
2026-06-26T11:39:18+00:00,8,p09,0,Curaçao,Ivory Coast,Group E,0-2,1-2,2
2026-06-26T11:39:18+00:00,8,p06,0,Curaçao,Ivory Coast,Group E,0-2,0-2,4
2026-06-26T11:39:18+00:00,8,p04,0,Curaçao,Ivory Coast,Group E,0-2,0-1,2
2026-06-26T11:39:18+00:00,8,p07,1,Ecuador,Germany,Group E,2-1,0-3,0
2026-06-26T11:39:18+00:00,8,p02,1,Ecuador,Germany,Group E,2-1,0-1,0
2026-06-26T11:39:18+00:00,8,p08,1,Ecuador,Germany,Group E,2-1,0-3,0
2026-06-26T11:39:18+00:00,8,p05,1,Ecuador,Germany,Group E,2-1,1-2,0
2026-06-26T11:39:18+00:00,8,p01,1,Ecuador,Germany,Group E,2-1,0-2,0
2026-06-26T11:39:18+00:00,8,p03,1,Ecuador,Germany,Group E,2-1,2-3,0
2026-06-26T11:39:18+00:00,8,p11,1,Ecuador,Germany,Group E,2-1,2-5,0
2026-06-26T11:39:18+00:00,8,self,1,Ecuador,Germany,Group E,2-1,0-2,0
2026-06-26T11:39:18+00:00,8,p10,1,Ecuador,Germany,Group E,2-1,1-3,0
2026-06-26T11:39:18+00:00,8,p09,1,Ecuador,Germany,Group E,2-1,1-3,0
2026-06-26T11:39:18+00:00,8,p06,1,Ecuador,Germany,Group E,2-1,1-3,0
2026-06-26T11:39:18+00:00,8,p04,1,Ecuador,Germany,Group E,2-1,0-2,0
2026-06-26T11:39:18+00:00,8,p07,2,Japan,Sweden,Group F,1-1,2-1,0
2026-06-26T11:39:18+00:00,8,p02,2,Japan,Sweden,Group F,1-1,2-1,0
2026-06-26T11:39:18+00:00,8,p08,2,Japan,Sweden,Group F,1-1,2-1,0
2026-06-26T11:39:18+00:00,8,p05,2,Japan,Sweden,Group F,1-1,2-1,0
2026-06-26T11:39:18+00:00,8,p01,2,Japan,Sweden,Group F,1-1,1-1,4
2026-06-26T11:39:18+00:00,8,p03,2,Japan,Sweden,Group F,1-1,0-1,0
2026-06-26T11:39:18+00:00,8,p11,2,Japan,Sweden,Group F,1-1,1-3,0
2026-06-26T11:39:18+00:00,8,self,2,Japan,Sweden,Group F,1-1,1-0,0
2026-06-26T11:39:18+00:00,8,p10,2,Japan,Sweden,Group F,1-1,1-1,4
2026-06-26T11:39:18+00:00,8,p09,2,Japan,Sweden,Group F,1-1,2-1,0
2026-06-26T11:39:18+00:00,8,p06,2,Japan,Sweden,Group F,1-1,0-1,0
2026-06-26T11:39:18+00:00,8,p04,2,Japan,Sweden,Group F,1-1,3-1,0
2026-06-26T11:39:18+00:00,8,p07,3,Tunisia,Netherlands,Group F,1-3,0-3,2
2026-06-26T11:39:18+00:00,8,p02,3,Tunisia,Netherlands,Group F,1-3,0-2,3
2026-06-26T11:39:18+00:00,8,p08,3,Tunisia,Netherlands,Group F,1-3,0-3,2
2026-06-26T11:39:18+00:00,8,p05,3,Tunisia,Netherlands,Group F,1-3,0-3,2
2026-06-26T11:39:18+00:00,8,p01,3,Tunisia,Netherlands,Group F,1-3,0-2,3
2026-06-26T11:39:18+00:00,8,p03,3,Tunisia,Netherlands,Group F,1-3,2-1,0
2026-06-26T11:39:18+00:00,8,p11,3,Tunisia,Netherlands,Group F,1-3,1-2,2
2026-06-26T11:39:18+00:00,8,self,3,Tunisia,Netherlands,Group F,1-3,0-3,2
2026-06-26T11:39:18+00:00,8,p10,3,Tunisia,Netherlands,Group F,1-3,1-3,4
2026-06-26T11:39:18+00:00,8,p09,3,Tunisia,Netherlands,Group F,1-3,0-4,2
2026-06-26T11:39:18+00:00,8,p06,3,Tunisia,Netherlands,Group F,1-3,1-2,2
2026-06-26T11:39:18+00:00,8,p04,3,Tunisia,Netherlands,Group F,1-3,3-2,0
2026-06-26T11:39:18+00:00,8,p07,4,Paraguay,Australia,Group D,0-0,1-1,2
2026-06-26T11:39:18+00:00,8,p02,4,Paraguay,Australia,Group D,0-0,1-1,2
2026-06-26T11:39:18+00:00,8,p08,4,Paraguay,Australia,Group D,0-0,1-1,2
2026-06-26T11:39:18+00:00,8,p05,4,Paraguay,Australia,Group D,0-0,2-1,0
2026-06-26T11:39:18+00:00,8,p01,4,Paraguay,Australia,Group D,0-0,0-1,0
2026-06-26T11:39:18+00:00,8,p03,4,Paraguay,Australia,Group D,0-0,1-1,2
2026-06-26T11:39:18+00:00,8,p11,4,Paraguay,Australia,Group D,0-0,1-3,0
2026-06-26T11:39:18+00:00,8,self,4,Paraguay,Australia,Group D,0-0,1-0,0
2026-06-26T11:39:18+00:00,8,p10,4,Paraguay,Australia,Group D,0-0,1-2,0
2026-06-26T11:39:18+00:00,8,p09,4,Paraguay,Australia,Group D,0-0,1-1,2
2026-06-26T11:39:18+00:00,8,p06,4,Paraguay,Australia,Group D,0-0,1-0,0
2026-06-26T11:39:18+00:00,8,p04,4,Paraguay,Australia,Group D,0-0,1-4,0
2026-06-26T11:39:18+00:00,8,p07,5,Türkiye,USA,Group D,3-2,0-3,0
2026-06-26T11:39:18+00:00,8,p02,5,Türkiye,USA,Group D,3-2,1-3,0
2026-06-26T11:39:18+00:00,8,p08,5,Türkiye,USA,Group D,3-2,1-3,0
2026-06-26T11:39:18+00:00,8,p05,5,Türkiye,USA,Group D,3-2,1-3,0
2026-06-26T11:39:18+00:00,8,p01,5,Türkiye,USA,Group D,3-2,1-2,0
2026-06-26T11:39:18+00:00,8,p03,5,Türkiye,USA,Group D,3-2,1-2,0
2026-06-26T11:39:18+00:00,8,p11,5,Türkiye,USA,Group D,3-2,1-2,0
2026-06-26T11:39:18+00:00,8,self,5,Türkiye,USA,Group D,3-2,1-2,0
2026-06-26T11:39:18+00:00,8,p10,5,Türkiye,USA,Group D,3-2,2-2,0
2026-06-26T11:39:18+00:00,8,p09,5,Türkiye,USA,Group D,3-2,0-3,0
2026-06-26T11:39:18+00:00,8,p06,5,Türkiye,USA,Group D,3-2,1-2,0
2026-06-26T11:39:18+00:00,8,p04,5,Türkiye,USA,Group D,3-2,2-2,0
2026-06-27T16:02:43+00:00,9,p07,0,Norway,France,Group I,1-4,2-4,2
2026-06-27T16:02:43+00:00,9,p02,0,Norway,France,Group I,1-4,1-2,2
2026-06-27T16:02:43+00:00,9,p05,0,Norway,France,Group I,1-4,1-2,2
2026-06-27T16:02:43+00:00,9,p01,0,Norway,France,Group I,1-4,0-3,3
2026-06-27T16:02:43+00:00,9,p03,0,Norway,France,Group I,1-4,1-3,2
2026-06-27T16:02:43+00:00,9,p11,0,Norway,France,Group I,1-4,2-3,2
2026-06-27T16:02:43+00:00,9,self,0,Norway,France,Group I,1-4,1-2,2
2026-06-27T16:02:43+00:00,9,p10,0,Norway,France,Group I,1-4,3-4,2
2026-06-27T16:02:43+00:00,9,p09,0,Norway,France,Group I,1-4,2-3,2
2026-06-27T16:02:43+00:00,9,p06,0,Norway,France,Group I,1-4,2-3,2
2026-06-27T16:02:43+00:00,9,p04,0,Norway,France,Group I,1-4,1-3,2
2026-06-27T16:02:43+00:00,9,p07,1,Senegal,Iraq,Group I,5-0,2-0,2
2026-06-27T16:02:43+00:00,9,p02,1,Senegal,Iraq,Group I,5-0,2-0,2
2026-06-27T16:02:43+00:00,9,p05,1,Senegal,Iraq,Group I,5-0,2-0,2
2026-06-27T16:02:43+00:00,9,p03,1,Senegal,Iraq,Group I,5-0,0-2,0
2026-06-27T16:02:43+00:00,9,p11,1,Senegal,Iraq,Group I,5-0,1-1,0
2026-06-27T16:02:43+00:00,9,self,1,Senegal,Iraq,Group I,5-0,2-0,2
2026-06-27T16:02:43+00:00,9,p10,1,Senegal,Iraq,Group I,5-0,1-2,0
2026-06-27T16:02:43+00:00,9,p09,1,Senegal,Iraq,Group I,5-0,1-1,0
2026-06-27T16:02:43+00:00,9,p06,1,Senegal,Iraq,Group I,5-0,1-0,2
2026-06-27T16:02:43+00:00,9,p04,1,Senegal,Iraq,Group I,5-0,0-1,0
2026-06-27T16:02:43+00:00,9,p07,2,Uruguay,Spain,Group H,0-1,1-3,2
2026-06-27T16:02:43+00:00,9,p02,2,Uruguay,Spain,Group H,0-1,1-2,3
2026-06-27T16:02:43+00:00,9,p05,2,Uruguay,Spain,Group H,0-1,0-3,2
2026-06-27T16:02:43+00:00,9,p01,2,Uruguay,Spain,Group H,0-1,1-2,3
2026-06-27T16:02:43+00:00,9,p03,2,Uruguay,Spain,Group H,0-1,0-3,2
2026-06-27T16:02:43+00:00,9,p11,2,Uruguay,Spain,Group H,0-1,1-3,2
2026-06-27T16:02:43+00:00,9,self,2,Uruguay,Spain,Group H,0-1,0-1,4
2026-06-27T16:02:43+00:00,9,p10,2,Uruguay,Spain,Group H,0-1,1-2,3
2026-06-27T16:02:43+00:00,9,p09,2,Uruguay,Spain,Group H,0-1,2-4,2
2026-06-27T16:02:43+00:00,9,p06,2,Uruguay,Spain,Group H,0-1,1-2,3
2026-06-27T16:02:43+00:00,9,p04,2,Uruguay,Spain,Group H,0-1,2-4,2
2026-06-27T16:02:43+00:00,9,p07,3,Cape Verde,Saudi Arabia,Group H,0-0,0-0,4
2026-06-27T16:02:43+00:00,9,p02,3,Cape Verde,Saudi Arabia,Group H,0-0,1-1,2
2026-06-27T16:02:43+00:00,9,p05,3,Cape Verde,Saudi Arabia,Group H,0-0,1-1,2
2026-06-27T16:02:43+00:00,9,p01,3,Cape Verde,Saudi Arabia,Group H,0-0,0-0,4
2026-06-27T16:02:43+00:00,9,p03,3,Cape Verde,Saudi Arabia,Group H,0-0,1-2,0
2026-06-27T16:02:43+00:00,9,p11,3,Cape Verde,Saudi Arabia,Group H,0-0,2-2,2
2026-06-27T16:02:43+00:00,9,self,3,Cape Verde,Saudi Arabia,Group H,0-0,1-0,0
2026-06-27T16:02:43+00:00,9,p10,3,Cape Verde,Saudi Arabia,Group H,0-0,2-3,0
2026-06-27T16:02:43+00:00,9,p09,3,Cape Verde,Saudi Arabia,Group H,0-0,1-0,0
2026-06-27T16:02:43+00:00,9,p06,3,Cape Verde,Saudi Arabia,Group H,0-0,0-0,4
2026-06-27T16:02:43+00:00,9,p04,3,Cape Verde,Saudi Arabia,Group H,0-0,2-3,0
2026-06-27T16:02:43+00:00,9,p07,4,New Zealand,Belgium,Group G,1-5,1-1,0
2026-06-27T16:02:43+00:00,9,p02,4,New Zealand,Belgium,Group G,1-5,0-1,2
2026-06-27T16:02:43+00:00,9,p05,4,New Zealand,Belgium,Group G,1-5,0-3,2
2026-06-27T16:02:43+00:00,9,p01,4,New Zealand,Belgium,Group G,1-5,0-2,2
2026-06-27T16:02:43+00:00,9,p03,4,New Zealand,Belgium,Group G,1-5,1-1,0
2026-06-27T16:02:43+00:00,9,p11,4,New Zealand,Belgium,Group G,1-5,3-2,0
2026-06-27T16:02:43+00:00,9,self,4,New Zealand,Belgium,Group G,1-5,0-2,2
2026-06-27T16:02:43+00:00,9,p10,4,New Zealand,Belgium,Group G,1-5,1-1,0
2026-06-27T16:02:43+00:00,9,p09,4,New Zealand,Belgium,Group G,1-5,1-2,2
2026-06-27T16:02:43+00:00,9,p06,4,New Zealand,Belgium,Group G,1-5,0-1,2
2026-06-27T16:02:43+00:00,9,p04,4,New Zealand,Belgium,Group G,1-5,2-1,0
2026-06-27T16:02:43+00:00,9,p07,5,Egypt,Iran,Group G,1-1,3-0,0
2026-06-27T16:02:43+00:00,9,p02,5,Egypt,Iran,Group G,1-1,1-1,4
2026-06-27T16:02:43+00:00,9,p05,5,Egypt,Iran,Group G,1-1,1-1,4
2026-06-27T16:02:43+00:00,9,p01,5,Egypt,Iran,Group G,1-1,1-0,0
2026-06-27T16:02:43+00:00,9,p03,5,Egypt,Iran,Group G,1-1,2-1,0
2026-06-27T16:02:43+00:00,9,p11,5,Egypt,Iran,Group G,1-1,1-1,4
2026-06-27T16:02:43+00:00,9,self,5,Egypt,Iran,Group G,1-1,1-0,0
2026-06-27T16:02:43+00:00,9,p10,5,Egypt,Iran,Group G,1-1,3-2,0
2026-06-27T16:02:43+00:00,9,p09,5,Egypt,Iran,Group G,1-1,3-0,0
2026-06-27T16:02:43+00:00,9,p06,5,Egypt,Iran,Group G,1-1,2-1,0
2026-06-27T16:02:43+00:00,9,p04,5,Egypt,Iran,Group G,1-1,3-1,0
2026-06-28T13:35:55+00:00,10,p07,0,Croatia,Ghana,Group L,2-1,1-1,0
2026-06-28T13:35:55+00:00,10,p02,0,Croatia,Ghana,Group L,2-1,2-1,4
2026-06-28T13:35:55+00:00,10,p05,0,Croatia,Ghana,Group L,2-1,2-1,4
2026-06-28T13:35:55+00:00,10,p01,0,Croatia,Ghana,Group L,2-1,2-1,4
2026-06-28T13:35:55+00:00,10,p03,0,Croatia,Ghana,Group L,2-1,1-0,3
2026-06-28T13:35:55+00:00,10,p11,0,Croatia,Ghana,Group L,2-1,2-2,0
2026-06-28T13:35:55+00:00,10,self,0,Croatia,Ghana,Group L,2-1,1-0,3
2026-06-28T13:35:55+00:00,10,p10,0,Croatia,Ghana,Group L,2-1,2-1,4
2026-06-28T13:35:55+00:00,10,p06,0,Croatia,Ghana,Group L,2-1,2-1,4
2026-06-28T13:35:55+00:00,10,p04,0,Croatia,Ghana,Group L,2-1,0-1,0
2026-06-28T13:35:55+00:00,10,p07,1,Panama,England,Group L,0-2,0-5,2
2026-06-28T13:35:55+00:00,10,p02,1,Panama,England,Group L,0-2,0-3,2
2026-06-28T13:35:55+00:00,10,p05,1,Panama,England,Group L,0-2,0-3,2
2026-06-28T13:35:55+00:00,10,p01,1,Panama,England,Group L,0-2,0-2,4
2026-06-28T13:35:55+00:00,10,p03,1,Panama,England,Group L,0-2,0-1,2
2026-06-28T13:35:55+00:00,10,p11,1,Panama,England,Group L,0-2,1-3,3
2026-06-28T13:35:55+00:00,10,self,1,Panama,England,Group L,0-2,0-2,4
2026-06-28T13:35:55+00:00,10,p10,1,Panama,England,Group L,0-2,1-3,3
2026-06-28T13:35:55+00:00,10,p06,1,Panama,England,Group L,0-2,0-2,4
2026-06-28T13:35:55+00:00,10,p04,1,Panama,England,Group L,0-2,1-5,2
2026-06-28T13:35:55+00:00,10,p07,2,DR Congo,Uzbekistan,Group K,3-1,1-0,2
2026-06-28T13:35:55+00:00,10,p02,2,DR Congo,Uzbekistan,Group K,3-1,2-2,0
2026-06-28T13:35:55+00:00,10,p05,2,DR Congo,Uzbekistan,Group K,3-1,1-0,2
2026-06-28T13:35:55+00:00,10,p01,2,DR Congo,Uzbekistan,Group K,3-1,1-0,2
2026-06-28T13:35:55+00:00,10,p03,2,DR Congo,Uzbekistan,Group K,3-1,3-1,4
2026-06-28T13:35:55+00:00,10,p11,2,DR Congo,Uzbekistan,Group K,3-1,1-1,0
2026-06-28T13:35:55+00:00,10,self,2,DR Congo,Uzbekistan,Group K,3-1,1-0,2
2026-06-28T13:35:55+00:00,10,p10,2,DR Congo,Uzbekistan,Group K,3-1,1-1,0
2026-06-28T13:35:55+00:00,10,p06,2,DR Congo,Uzbekistan,Group K,3-1,2-0,3
2026-06-28T13:35:55+00:00,10,p04,2,DR Congo,Uzbekistan,Group K,3-1,1-1,0
2026-06-28T13:35:55+00:00,10,p07,3,Colombia,Portugal,Group K,0-0,1-2,0
2026-06-28T13:35:55+00:00,10,p02,3,Colombia,Portugal,Group K,0-0,1-2,0
2026-06-28T13:35:55+00:00,10,p05,3,Colombia,Portugal,Group K,0-0,1-2,0
2026-06-28T13:35:55+00:00,10,p01,3,Colombia,Portugal,Group K,0-0,1-2,0
2026-06-28T13:35:55+00:00,10,p03,3,Colombia,Portugal,Group K,0-0,0-3,0
2026-06-28T13:35:55+00:00,10,p11,3,Colombia,Portugal,Group K,0-0,1-3,0
2026-06-28T13:35:55+00:00,10,self,3,Colombia,Portugal,Group K,0-0,0-1,0
2026-06-28T13:35:55+00:00,10,p10,3,Colombia,Portugal,Group K,0-0,1-2,0
2026-06-28T13:35:55+00:00,10,p06,3,Colombia,Portugal,Group K,0-0,1-2,0
2026-06-28T13:35:55+00:00,10,p04,3,Colombia,Portugal,Group K,0-0,3-5,0
2026-06-28T13:35:55+00:00,10,p07,4,Algeria,Austria,Group J,3-3,0-0,2
2026-06-28T13:35:55+00:00,10,p02,4,Algeria,Austria,Group J,3-3,1-2,0
2026-06-28T13:35:55+00:00,10,p05,4,Algeria,Austria,Group J,3-3,1-2,0
2026-06-28T13:35:55+00:00,10,p03,4,Algeria,Austria,Group J,3-3,1-2,0
2026-06-28T13:35:55+00:00,10,p11,4,Algeria,Austria,Group J,3-3,2-3,0
2026-06-28T13:35:55+00:00,10,self,4,Algeria,Austria,Group J,3-3,0-1,0
2026-06-28T13:35:55+00:00,10,p10,4,Algeria,Austria,Group J,3-3,1-2,0
2026-06-28T13:35:55+00:00,10,p06,4,Algeria,Austria,Group J,3-3,0-1,0
2026-06-28T13:35:55+00:00,10,p04,4,Algeria,Austria,Group J,3-3,1-3,0
2026-06-28T13:35:55+00:00,10,p07,5,Jordan,Argentina,Group J,1-3,0-4,2
2026-06-28T13:35:55+00:00,10,p02,5,Jordan,Argentina,Group J,1-3,1-3,4
2026-06-28T13:35:55+00:00,10,p05,5,Jordan,Argentina,Group J,1-3,0-2,3
2026-06-28T13:35:55+00:00,10,p03,5,Jordan,Argentina,Group J,1-3,0-2,3
2026-06-28T13:35:55+00:00,10,p11,5,Jordan,Argentina,Group J,1-3,1-4,2
2026-06-28T13:35:55+00:00,10,self,5,Jordan,Argentina,Group J,1-3,0-2,3
2026-06-28T13:35:55+00:00,10,p10,5,Jordan,Argentina,Group J,1-3,1-1,0
2026-06-28T13:35:55+00:00,10,p06,5,Jordan,Argentina,Group J,1-3,0-3,2
2026-06-28T13:35:55+00:00,10,p04,5,Jordan,Argentina,Group J,1-3,0-1,2
